qnaperformancesc,qnaidsc,qnaverificationsc,qnareputationsc,qnatqsc,qna_id,articleid,question,answer,paragraph,isuseredited,articlesourceurl,createdat,updatedat,Label,qnasubtopicid,id,topic_id,macrotopic_id,total_bookmarks,total_votes,total_disagreements,web_crawler_journals_hash_value,author_id,Subtopic,Topic,Macrotopic
,,,,,98264,,What is the consequence of excessive subsidies in the context of the paper?,"Excessive subsidies mitigate the distortionary effect of inefficiently low emission taxes, but the equilibrium level of pollution remains inefficiently high."," Abstract Using a general equilibrium model of symmetric countries, this paper analyzes a non-cooperative game in environmental policies under transboundary pollution. Emission taxes on polluting firms and subsidies to environmental firms are available policy instruments. Environmental firms which produce pollution abatement goods and services engage in imperfect competition. Mobile capital is employed in each country by polluting and environmental firms. Compared with the first-best poli-cies, non-cooperative taxes are lower, whereas non-cooperative subsidies are higher. Although excessive subsidies mitigate the distortionary effect of inefficiently low emission taxes, the equilibrium level of pollution is inefficiently high due to overin- vestment in polluting firms and underinvestment in environmental firms. This ana- lytical result suggests that there are limitations to what non-cooperative tax and sub- sidy policies can achieve regarding transboundary pollution. Keywords Taxes Subsidies Imperfect competition Transboundary pollution Capital mobility JEL Classification F12 H23 Q58 1 Introduction Polluting firms engage in pollution management (e.g., air and water pollution abate- ments) to abide by environmental policies and regulations. Environmental goods (e.g., filtering apparatus for gases and water purification machines) are often pro- vided by specialized private firms.",,,2025-04-22 08:24:36.277 +0100,2025-04-22 08:24:36.277 +0100,Facts,,106348,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Public subsidies,Infrastructure financing,"Industry, innovation and infrastructure"
,,,,,98265,,What issue does the paper identify regarding investment in polluting versus environmental firms?,The paper notes that there is overinvestment in polluting firms and underinvestment in environmental firms.," Abstract Using a general equilibrium model of symmetric countries, this paper analyzes a non-cooperative game in environmental policies under transboundary pollution. Emission taxes on polluting firms and subsidies to environmental firms are available policy instruments. Environmental firms which produce pollution abatement goods and services engage in imperfect competition. Mobile capital is employed in each country by polluting and environmental firms. Compared with the first-best poli-cies, non-cooperative taxes are lower, whereas non-cooperative subsidies are higher. Although excessive subsidies mitigate the distortionary effect of inefficiently low emission taxes, the equilibrium level of pollution is inefficiently high due to overin- vestment in polluting firms and underinvestment in environmental firms. This ana- lytical result suggests that there are limitations to what non-cooperative tax and sub- sidy policies can achieve regarding transboundary pollution. Keywords Taxes Subsidies Imperfect competition Transboundary pollution Capital mobility JEL Classification F12 H23 Q58 1 Introduction Polluting firms engage in pollution management (e.g., air and water pollution abate- ments) to abide by environmental policies and regulations. Environmental goods (e.g., filtering apparatus for gases and water purification machines) are often pro- vided by specialized private firms.",,,2025-04-22 08:24:36.277 +0100,2025-04-22 08:24:36.277 +0100,Taxonomy,,106349,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Ethical investment choices,Eco-conscious consumerism,Sustainable consumption and production
,,,,,4363,63,What potential effects were found in urban transport modelling simulations regarding certain transport policies?,"Rebound effects were observed, such as in the case of teleworking measures, indicating the need to consider unintended consequences of policies.",,2,https://www.sciencedirect.com/science/article/pii/S1361920924000385,2024-10-28 18:57:57.071 +0000,,,130123,11383,1301,13,,,,,,Traffic modeling,Urban mobility,Smart cities
,,,,,98266,,How has the environmental goods sector performed compared to the overall economy in the European Union from 2000 to 2020?,"The environmental goods sector in the European Union has grown at an average annual growth rate of 3.4%, while the GDP grew by only 1.0% on average per year during that period."," The environmental goods sector has grown more rapidly than the overall economy of countries. For example, in the European Union, * Mutsumi Matsumoto matsumoto.mutsumi.n5@f.mail.nagoya-u.ac.jp; mmt06834@ec.ritsumei.ac.jp 1 Graduate School of Environmental Studies, Nagoya University, Furo-Cho, Chikusa-Ku, Nagoya 464-8601, Japan 2 Ritsumeikan University, Nishinokyo-Suzaku 1, Nakagyo-Ku, Kyoto 604-8520, Japan Environmental Economics and Policy Studies the average annual growth rate of gross value added in this sector was 3.4% from 2000 to 2020, whereas the GDP grew by 1.0% on average per year. 1 In the United States, from 2000 to 2022, with the exception of 2015, the annual revenue growth rate of environmental industries was higher than the GDP growth rate.2 Given the heightened awareness of environmental and social governance, this trend is expected to continue. Markets for environmental goods tend to be highly segmented and imperfectly competitive because pollution abatement technologies are usually protected by pat- ents (Sinclair-Desgagn , 2011, 2017).3 In the literature on environmental policies and pollution abatement, the case of imperfectly competitive environmental indus- tries has been investigated by David and Sinclair-Desgagn (2005, 2010), Canton (2007), Canton et al.",,,2025-04-22 08:24:36.277 +0100,2025-04-22 08:24:36.277 +0100,Facts,,106350,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Economic growth,Economic stability,Decent work and economic growth
,,,,,98267,,What has been the trend of annual revenue growth rate of environmental industries in the United States from 2000 to 2022?,"The annual revenue growth rate of environmental industries in the United States has been higher than the GDP growth rate, with the exception of 2015."," The environmental goods sector has grown more rapidly than the overall economy of countries. For example, in the European Union, * Mutsumi Matsumoto matsumoto.mutsumi.n5@f.mail.nagoya-u.ac.jp; mmt06834@ec.ritsumei.ac.jp 1 Graduate School of Environmental Studies, Nagoya University, Furo-Cho, Chikusa-Ku, Nagoya 464-8601, Japan 2 Ritsumeikan University, Nishinokyo-Suzaku 1, Nakagyo-Ku, Kyoto 604-8520, Japan Environmental Economics and Policy Studies the average annual growth rate of gross value added in this sector was 3.4% from 2000 to 2020, whereas the GDP grew by 1.0% on average per year. 1 In the United States, from 2000 to 2022, with the exception of 2015, the annual revenue growth rate of environmental industries was higher than the GDP growth rate.2 Given the heightened awareness of environmental and social governance, this trend is expected to continue. Markets for environmental goods tend to be highly segmented and imperfectly competitive because pollution abatement technologies are usually protected by pat- ents (Sinclair-Desgagn , 2011, 2017).3 In the literature on environmental policies and pollution abatement, the case of imperfectly competitive environmental indus- tries has been investigated by David and Sinclair-Desgagn (2005, 2010), Canton (2007), Canton et al.",,,2025-04-22 08:24:36.277 +0100,2025-04-22 08:24:36.277 +0100,Facts,,106351,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Sustainable growth,Sustainable industry,"Industry, innovation and infrastructure"
,,,,,98268,,What factor contributes to the segmentation and imperfect competition in the markets for environmental goods?,The presence of patents protecting pollution abatement technologies contributes to the segmentation and imperfect competition in the markets for environmental goods.," The environmental goods sector has grown more rapidly than the overall economy of countries. For example, in the European Union, * Mutsumi Matsumoto matsumoto.mutsumi.n5@f.mail.nagoya-u.ac.jp; mmt06834@ec.ritsumei.ac.jp 1 Graduate School of Environmental Studies, Nagoya University, Furo-Cho, Chikusa-Ku, Nagoya 464-8601, Japan 2 Ritsumeikan University, Nishinokyo-Suzaku 1, Nakagyo-Ku, Kyoto 604-8520, Japan Environmental Economics and Policy Studies the average annual growth rate of gross value added in this sector was 3.4% from 2000 to 2020, whereas the GDP grew by 1.0% on average per year. 1 In the United States, from 2000 to 2022, with the exception of 2015, the annual revenue growth rate of environmental industries was higher than the GDP growth rate.2 Given the heightened awareness of environmental and social governance, this trend is expected to continue. Markets for environmental goods tend to be highly segmented and imperfectly competitive because pollution abatement technologies are usually protected by pat- ents (Sinclair-Desgagn , 2011, 2017).3 In the literature on environmental policies and pollution abatement, the case of imperfectly competitive environmental indus- tries has been investigated by David and Sinclair-Desgagn (2005, 2010), Canton (2007), Canton et al.",,,2025-04-22 08:24:36.277 +0100,2025-04-22 08:24:36.277 +0100,Analysis,,106352,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Market competition,Economic growth,Decent work and economic growth
,,,,,98269,,What is the expected future trend for the environmental goods sector according to the paragraph?,The trend of growth in the environmental goods sector is expected to continue due to heightened awareness of environmental and social governance.," The environmental goods sector has grown more rapidly than the overall economy of countries. For example, in the European Union, * Mutsumi Matsumoto matsumoto.mutsumi.n5@f.mail.nagoya-u.ac.jp; mmt06834@ec.ritsumei.ac.jp 1 Graduate School of Environmental Studies, Nagoya University, Furo-Cho, Chikusa-Ku, Nagoya 464-8601, Japan 2 Ritsumeikan University, Nishinokyo-Suzaku 1, Nakagyo-Ku, Kyoto 604-8520, Japan Environmental Economics and Policy Studies the average annual growth rate of gross value added in this sector was 3.4% from 2000 to 2020, whereas the GDP grew by 1.0% on average per year. 1 In the United States, from 2000 to 2022, with the exception of 2015, the annual revenue growth rate of environmental industries was higher than the GDP growth rate.2 Given the heightened awareness of environmental and social governance, this trend is expected to continue. Markets for environmental goods tend to be highly segmented and imperfectly competitive because pollution abatement technologies are usually protected by pat- ents (Sinclair-Desgagn , 2011, 2017).3 In the literature on environmental policies and pollution abatement, the case of imperfectly competitive environmental indus- tries has been investigated by David and Sinclair-Desgagn (2005, 2010), Canton (2007), Canton et al.",,,2025-04-22 08:24:36.277 +0100,2025-04-22 08:24:36.277 +0100,Strategy,,106353,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Sustainable trade policies,Trade and equitable rules for sustainable development,Partnerships for the goals
,,,,,4364,63,How can the occurrence of rebound effects impact the effectiveness of certain transport policies?,"Rebound effects, such as those seen in teleworking measures, highlight the importance of carefully evaluating the potential unintended consequences of policies to ensure their effectiveness.",,2,https://www.sciencedirect.com/science/article/pii/S1361920924000385,2024-10-28 18:57:57.071 +0000,,,130123,11384,1301,13,,,,,,Eco-friendly transportation policies,Sustainable transportation,Climate action
,,,,,98270,,Which studies are referenced regarding the investigation of imperfectly competitive environmental industries?,"The studies referenced for investigating imperfectly competitive environmental industries include works by David and Sinclair-Desgagn (2005, 2010) and Canton (2007)."," The environmental goods sector has grown more rapidly than the overall economy of countries. For example, in the European Union, * Mutsumi Matsumoto matsumoto.mutsumi.n5@f.mail.nagoya-u.ac.jp; mmt06834@ec.ritsumei.ac.jp 1 Graduate School of Environmental Studies, Nagoya University, Furo-Cho, Chikusa-Ku, Nagoya 464-8601, Japan 2 Ritsumeikan University, Nishinokyo-Suzaku 1, Nakagyo-Ku, Kyoto 604-8520, Japan Environmental Economics and Policy Studies the average annual growth rate of gross value added in this sector was 3.4% from 2000 to 2020, whereas the GDP grew by 1.0% on average per year. 1 In the United States, from 2000 to 2022, with the exception of 2015, the annual revenue growth rate of environmental industries was higher than the GDP growth rate.2 Given the heightened awareness of environmental and social governance, this trend is expected to continue. Markets for environmental goods tend to be highly segmented and imperfectly competitive because pollution abatement technologies are usually protected by pat- ents (Sinclair-Desgagn , 2011, 2017).3 In the literature on environmental policies and pollution abatement, the case of imperfectly competitive environmental indus- tries has been investigated by David and Sinclair-Desgagn (2005, 2010), Canton (2007), Canton et al.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Science and tech,,106354,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Industrial ecology,Sustainable industry,"Industry, innovation and infrastructure"
,,,,,98271,,What is the focus of the paper mentioned in the paragraph?,The paper analyzes non-cooperative environmental policies in the context of imperfectly competitive environmental industries and transboundary pollution across countries.," (2008), Greaker and Rosendahl (2008), David et al. (2011), Nimubona (2012), Schwartz and Stahn (2014), Fischer et al. (2017, 2018), and Sug- iyama et al. (2023). In these studies, although environmental firms contribute to pol- lution abatement, they cause distortions due to imperfect competition. This paper analyzes non-cooperative environmental policies in the presence of imperfectly competitive environmental industries and transboundary pollution across countries (e.g., greenhouse gases, acid rains, and pollution of shared water resources). The importance of analyzing non-cooperative policymaking under trans- boundary pollution is illustrated by the issue of global climate change. As King and van den Bergh (2021) and others have pointed out, the current initiatives on this issue are a correction of unilateral domestic actions. Under the Paris Agreement, participant countries are supposed to commit themselves to Nationally Determined Contributions (NDCs) for environmental protection. This paper considers a Nash game in taxes and subsidies. In addition to taxes or other emission pricing measures, subsidies are important environmental policy instruments.4 When pollution exter - nalities and imperfect competition exist, efficient policy instruments consist of taxes on polluting firms and subsidies to environmental firms (see David and Sinclair- Desgagn 2010); while taxes correct pollution externalities, subsidies remove the distortion of imperfect competition.5 This paper examines how transboundary pollu- tion distorts these policy choices.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Analysis,,106355,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Multilateral environmental agreements,International climate agreements,Climate action
,,,,,98272,,How do environmental firms contribute to pollution abatement according to the studies cited?,"Environmental firms contribute to pollution abatement, but they can also cause distortions due to imperfect competition."," (2008), Greaker and Rosendahl (2008), David et al. (2011), Nimubona (2012), Schwartz and Stahn (2014), Fischer et al. (2017, 2018), and Sug- iyama et al. (2023). In these studies, although environmental firms contribute to pol- lution abatement, they cause distortions due to imperfect competition. This paper analyzes non-cooperative environmental policies in the presence of imperfectly competitive environmental industries and transboundary pollution across countries (e.g., greenhouse gases, acid rains, and pollution of shared water resources). The importance of analyzing non-cooperative policymaking under trans- boundary pollution is illustrated by the issue of global climate change. As King and van den Bergh (2021) and others have pointed out, the current initiatives on this issue are a correction of unilateral domestic actions. Under the Paris Agreement, participant countries are supposed to commit themselves to Nationally Determined Contributions (NDCs) for environmental protection. This paper considers a Nash game in taxes and subsidies. In addition to taxes or other emission pricing measures, subsidies are important environmental policy instruments.4 When pollution exter - nalities and imperfect competition exist, efficient policy instruments consist of taxes on polluting firms and subsidies to environmental firms (see David and Sinclair- Desgagn 2010); while taxes correct pollution externalities, subsidies remove the distortion of imperfect competition.5 This paper examines how transboundary pollu- tion distorts these policy choices.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Facts,,106356,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Corporate sustainability initiatives,Carbon footprint reduction,Climate action
,,,,,98273,,What are Nationally Determined Contributions (NDCs) mentioned in relation to the Paris Agreement?,NDCs are commitments that participant countries are supposed to make for environmental protection under the Paris Agreement.," (2008), Greaker and Rosendahl (2008), David et al. (2011), Nimubona (2012), Schwartz and Stahn (2014), Fischer et al. (2017, 2018), and Sug- iyama et al. (2023). In these studies, although environmental firms contribute to pol- lution abatement, they cause distortions due to imperfect competition. This paper analyzes non-cooperative environmental policies in the presence of imperfectly competitive environmental industries and transboundary pollution across countries (e.g., greenhouse gases, acid rains, and pollution of shared water resources). The importance of analyzing non-cooperative policymaking under trans- boundary pollution is illustrated by the issue of global climate change. As King and van den Bergh (2021) and others have pointed out, the current initiatives on this issue are a correction of unilateral domestic actions. Under the Paris Agreement, participant countries are supposed to commit themselves to Nationally Determined Contributions (NDCs) for environmental protection. This paper considers a Nash game in taxes and subsidies. In addition to taxes or other emission pricing measures, subsidies are important environmental policy instruments.4 When pollution exter - nalities and imperfect competition exist, efficient policy instruments consist of taxes on polluting firms and subsidies to environmental firms (see David and Sinclair- Desgagn 2010); while taxes correct pollution externalities, subsidies remove the distortion of imperfect competition.5 This paper examines how transboundary pollu- tion distorts these policy choices.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Strategy,,106357,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Nationally determined contributions (ndcs),International climate agreements,Climate action
,,,,,4365,63,What did Lee (2018) find about the impact of road capacity increase on traffic flow and emission reduction?,"Lee (2018) found that while an increase in road capacity optimizes traffic flow, the positive impact on emission reduction is outweighed by the additional traffic induced by such an expansion.",,2,https://www.sciencedirect.com/science/article/pii/S1361920924000385,2024-10-28 18:57:57.071 +0000,,,130123,11385,1301,13,,,,,,Reduction of traffic congestion,Sustainable transportation,Climate action
,,,,,1277,28,How did Basket and DeLonge compare infiltration rates in soils managed with conventional and alternative farming methods?,Basket and DeLonge conducted a meta-analysis to compare infiltration rates in soils managed with conventional and alternative farming methods.,,2,https://www.sciencedirect.com/science/article/pii/S0022316622131378,2024-01-11 22:00:00.000 +0000,,Analysis,131414,5909,,,,,,,,Soil water infiltration enhancement,Soil health management,Life on land
,,,,,98274,,What two policy instruments are considered important in environmental policy according to the paper?,Taxes on polluting firms and subsidies to environmental firms are considered important environmental policy instruments.," (2008), Greaker and Rosendahl (2008), David et al. (2011), Nimubona (2012), Schwartz and Stahn (2014), Fischer et al. (2017, 2018), and Sug- iyama et al. (2023). In these studies, although environmental firms contribute to pol- lution abatement, they cause distortions due to imperfect competition. This paper analyzes non-cooperative environmental policies in the presence of imperfectly competitive environmental industries and transboundary pollution across countries (e.g., greenhouse gases, acid rains, and pollution of shared water resources). The importance of analyzing non-cooperative policymaking under trans- boundary pollution is illustrated by the issue of global climate change. As King and van den Bergh (2021) and others have pointed out, the current initiatives on this issue are a correction of unilateral domestic actions. Under the Paris Agreement, participant countries are supposed to commit themselves to Nationally Determined Contributions (NDCs) for environmental protection. This paper considers a Nash game in taxes and subsidies. In addition to taxes or other emission pricing measures, subsidies are important environmental policy instruments.4 When pollution exter - nalities and imperfect competition exist, efficient policy instruments consist of taxes on polluting firms and subsidies to environmental firms (see David and Sinclair- Desgagn 2010); while taxes correct pollution externalities, subsidies remove the distortion of imperfect competition.5 This paper examines how transboundary pollu- tion distorts these policy choices.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Ethics and regulation,,106358,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Eco-friendly transportation policies,Sustainable transportation,Climate action
,,,,,98275,,What is the relationship between transboundary pollution and policy choices according to the findings of the paper?,The paper examines how transboundary pollution distorts policy choices related to environmental taxes and subsidies.," (2008), Greaker and Rosendahl (2008), David et al. (2011), Nimubona (2012), Schwartz and Stahn (2014), Fischer et al. (2017, 2018), and Sug- iyama et al. (2023). In these studies, although environmental firms contribute to pol- lution abatement, they cause distortions due to imperfect competition. This paper analyzes non-cooperative environmental policies in the presence of imperfectly competitive environmental industries and transboundary pollution across countries (e.g., greenhouse gases, acid rains, and pollution of shared water resources). The importance of analyzing non-cooperative policymaking under trans- boundary pollution is illustrated by the issue of global climate change. As King and van den Bergh (2021) and others have pointed out, the current initiatives on this issue are a correction of unilateral domestic actions. Under the Paris Agreement, participant countries are supposed to commit themselves to Nationally Determined Contributions (NDCs) for environmental protection. This paper considers a Nash game in taxes and subsidies. In addition to taxes or other emission pricing measures, subsidies are important environmental policy instruments.4 When pollution exter - nalities and imperfect competition exist, efficient policy instruments consist of taxes on polluting firms and subsidies to environmental firms (see David and Sinclair- Desgagn 2010); while taxes correct pollution externalities, subsidies remove the distortion of imperfect competition.5 This paper examines how transboundary pollu- tion distorts these policy choices.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Analysis,,106359,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Transboundary cooperation,Ocean governance,Life below water
,,,,,98276,,What has been the total revenue of environmental industries in the United States in 2022?,The total revenue of environmental industries in the United States exceeded $500 billion in 2022.," Theoretical studies on imperfectly competitive environmental industries have not paid sufficient attention to transboundary pollution. In open economy settings 1 See Eurostat Statistics Explained: Environmental Economy-Statistics on Employment and Growth (Eurostat 2024). In the European Union, the environmental goods and services sector S gross value added exceeded 340 billion in 2020. 2 See Environmental Business International (2023). The total revenue of environmental industries in the United States exceeded $500 billion in 2022. 3 Rubin and Powers (2023) report the top 20 environmental firms revenue share in 2022 in the segments of air quality/clean energy (79.4%), hazardous waste (84.5%), wastewater treatment (73.5%), and envi- ronmental management (65.5%). 4 See Policy Instruments for the Environment (PINE) Database (OECD 2024) for information on envi- ronmental policy instruments. As of July 2024, the number of environmentally beneficial subsidies and payments in OECD countries was 682, whereas the number of taxes and fees was 963. 5 If subsidies are not available, emission taxes deviate from the Pigouvian level to simultaneously cor - rect pollution externalities and imperfect competition (Canton et al.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Facts,,106360,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Multilateral environmental agreements,International climate agreements,Climate action
,,,,,98278,,What percentage of revenue share did the air quality/clean energy segment represent among the top 20 environmental firms in 2022?,The air quality/clean energy segment represented 79.4% of the revenue share among the top 20 environmental firms in 2022.," Theoretical studies on imperfectly competitive environmental industries have not paid sufficient attention to transboundary pollution. In open economy settings 1 See Eurostat Statistics Explained: Environmental Economy-Statistics on Employment and Growth (Eurostat 2024). In the European Union, the environmental goods and services sector S gross value added exceeded 340 billion in 2020. 2 See Environmental Business International (2023). The total revenue of environmental industries in the United States exceeded $500 billion in 2022. 3 Rubin and Powers (2023) report the top 20 environmental firms revenue share in 2022 in the segments of air quality/clean energy (79.4%), hazardous waste (84.5%), wastewater treatment (73.5%), and envi- ronmental management (65.5%). 4 See Policy Instruments for the Environment (PINE) Database (OECD 2024) for information on envi- ronmental policy instruments. As of July 2024, the number of environmentally beneficial subsidies and payments in OECD countries was 682, whereas the number of taxes and fees was 963. 5 If subsidies are not available, emission taxes deviate from the Pigouvian level to simultaneously cor - rect pollution externalities and imperfect competition (Canton et al.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Facts,,106362,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Air quality analytics,Air quality monitoring,Smart cities
,,,,,4366,63,What did Hofer et al. (2018) demonstrate regarding the expansion of the road network and its effect on emissions?,"Hofer et al. (2018) showed that expanding the road network did not decrease emissions and that a combination of policies had the largest potential to decrease emissions, including e-mobility, offering alternatives to private car use, and avoidance of trips.",,2,https://www.sciencedirect.com/science/article/pii/S1361920924000385,2024-10-28 18:57:57.071 +0000,,,130123,11386,1301,13,,,,,,Reduction of traffic congestion,Sustainable transportation,Climate action
,,,,,98279,,How many environmentally beneficial subsidies and payments were there in OECD countries as of July 2024?,"As of July 2024, there were 682 environmentally beneficial subsidies and payments in OECD countries."," Theoretical studies on imperfectly competitive environmental industries have not paid sufficient attention to transboundary pollution. In open economy settings 1 See Eurostat Statistics Explained: Environmental Economy-Statistics on Employment and Growth (Eurostat 2024). In the European Union, the environmental goods and services sector S gross value added exceeded 340 billion in 2020. 2 See Environmental Business International (2023). The total revenue of environmental industries in the United States exceeded $500 billion in 2022. 3 Rubin and Powers (2023) report the top 20 environmental firms revenue share in 2022 in the segments of air quality/clean energy (79.4%), hazardous waste (84.5%), wastewater treatment (73.5%), and envi- ronmental management (65.5%). 4 See Policy Instruments for the Environment (PINE) Database (OECD 2024) for information on envi- ronmental policy instruments. As of July 2024, the number of environmentally beneficial subsidies and payments in OECD countries was 682, whereas the number of taxes and fees was 963. 5 If subsidies are not available, emission taxes deviate from the Pigouvian level to simultaneously cor - rect pollution externalities and imperfect competition (Canton et al.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Facts,,106363,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Climate finance commitments,International climate agreements,Climate action
,,,,,98280,,What is the relationship between emission taxes and Pigouvian levels when subsidies are not available?,"If subsidies are not available, emission taxes deviate from the Pigouvian level to simultaneously correct pollution externalities and imperfect competition."," Theoretical studies on imperfectly competitive environmental industries have not paid sufficient attention to transboundary pollution. In open economy settings 1 See Eurostat Statistics Explained: Environmental Economy-Statistics on Employment and Growth (Eurostat 2024). In the European Union, the environmental goods and services sector S gross value added exceeded 340 billion in 2020. 2 See Environmental Business International (2023). The total revenue of environmental industries in the United States exceeded $500 billion in 2022. 3 Rubin and Powers (2023) report the top 20 environmental firms revenue share in 2022 in the segments of air quality/clean energy (79.4%), hazardous waste (84.5%), wastewater treatment (73.5%), and envi- ronmental management (65.5%). 4 See Policy Instruments for the Environment (PINE) Database (OECD 2024) for information on envi- ronmental policy instruments. As of July 2024, the number of environmentally beneficial subsidies and payments in OECD countries was 682, whereas the number of taxes and fees was 963. 5 If subsidies are not available, emission taxes deviate from the Pigouvian level to simultaneously cor - rect pollution externalities and imperfect competition (Canton et al.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Analysis,,106364,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Carbon pricing mechanisms,Carbon footprint reduction,Climate action
,,,,,98281,,What does the paper analyze regarding environmental policies in relation to transboundary pollution?,"The paper analyzes the simultaneous choice of tax and subsidy policies, showing that under transboundary pollution, non-cooperative emission taxes are lower than the Pigouvian level and non-cooperative environmental subsidies are higher than the efficient level, leading to inefficiently high pollution levels."," 2008; David et al. 2011). Environmental Economics and Policy Studies with local pollution, Canton (2007), Greaker and Rosendahl (2008), Nimubona (2012), and Sugiyama et al. (2023) analyze in detail the effects of environmental policies on the terms of trade, cross-border profit shifting, and imperfect competi- tion.6 Although Fischer et al. (2017, 2018) consider the case of transboundary pollu- tion, their analyses are limited to environmental subsidies under exogenous taxes or regulations. In studies on environmental industries and multiple policy instruments, when examining the welfare effects of one instrument, other instruments are often assumed to be exogenous.7 In this paper, the simultaneous choice of tax and subsidy policies is considered. This paper shows that, under transboundary pollution, non-cooperative emission taxes are lower than the Pigouvian level, whereas non-cooperative environmental subsidies are higher than the efficient level under imperfect competition. Although high subsidies mitigate the distortion of low taxes to some extent, the equilibrium level of pollution is inefficiently high. Thus, transboundary pollution reduces the effectiveness of environmental policies under non-cooperative policymaking.",,,2025-04-22 08:24:36.278 +0100,2025-04-22 08:24:36.278 +0100,Analysis,,106365,,,,,,72ddd6f3de2360b557fa652f278a0b00c7ca695af1cea91a9a5d352929bfbe37,,Transboundary cooperation,Ocean governance,Life below water
,,,,,98479,,How long did the temperature hold at 32°C before fragments were assessed for bleaching or mortality?,"The temperature held at 32°C until substantial bleaching or mortality was observed in approximately 50% of the fragments, which took about 5 days."," All tanks executed the same profile and coral racks were haphazardly redistributed daily to minimize tank effects. We created a 12:12 h light:dark cycle with Radion LED aquarium lights (Ecotech Marine) with a peak midday PAR irradiance of ~ 400 mol/m2/sec. Tanks had continuous seawater input and were mixed with submersible pumps. Corals were accli- mated to indoor conditions at ~ 25 C for a week before com- mencement of a 16-day heat ramp in late February, peaking at 32 C (Fig. 1BC). Temperature was then held at 32 C until we observed substantial bleaching or mortality in ~ 50% of fragments (5 days) at which point the temperature was ramped down over 10 days to a 25 C hold. During the 32 C ramp-hold period, we removed fragments that had no viable tissue remaining (i.e., 100% tissue sloughing or complete algal overgrowth) to reduce detrimental effects on neighboring fragments. Fragments were returned to outdoor seawater tables in early May 2018 and kept in ambient flow- through conditions to allow recovery of surviving fragments (Fig. 1B).",,,2025-04-22 08:25:02.323 +0100,2025-04-22 08:25:02.323 +0100,Science and tech,,106563,,,,,,ab8ad2d62e5c6d70c61ebcd94ef49bf356882d07e485f1d62a7d9b89b391a202,,Bleaching prevention,Coral reef protection,Life below water
,,,,,4367,63,What strategies can successfully reduce total social costs in transitioning to a climate-neutral economy?,"Using avoid, shift, or improve strategies can successfully reduce total social costs, with the strongest effects seen in packages that address all three dimensions.",,2,https://www.sciencedirect.com/science/article/pii/S1361920924000385,2024-10-28 18:57:57.071 +0000,,,130123,11387,1301,13,,,,,,Climate change mitigation efforts,Resource conservation efforts,Sustainable consumption and production
,,,,,4373,63,How do energy policies for passenger motor vehicles impact sustainability and quality of life?,"Implementing energy policies for passenger motor vehicles can lead to a reduction in greenhouse gas emissions, improved air quality, and enhanced quality of life for communities by reducing pollution and noise from transportation sources.",,2,https://www.sciencedirect.com/science/article/pii/S1361920924000385,2024-10-28 18:57:57.071 +0000,,,130110,11393,1301,13,,,,,,Eco-friendly transportation policies,Sustainable transportation,Climate action
